,linkid,x,y
800,80274837,7771,5859
801,80274840,7771,5859
802,80274841,7771,5859
803,80274842,7771,5859
804,80274845,7771,5859
805,80274846,7771,5859
806,80274848,7771,5859
807,80274850,7771,5859
808,80274852,7771,5859
809,80274853,7771,5859
810,80274855,7771,5859
811,80274857,7771,5860
812,80274859,7771,5859
813,80274860,7771,5859
814,80274861,7771,5859
815,80274862,7771,5859
816,80274863,7771,5859
817,80274865,7771,5859
818,80274867,7771,5859
819,80274868,7771,5859
820,80274869,7771,5859
821,80274871,7771,5859
822,80274872,7771,5859
823,80274873,7771,5859
824,80274878,7771,5859
825,80274881,7771,5859
826,80274882,7771,5859
827,80274890,7771,5859
828,80274891,7771,5859
829,80274903,3885,2929
830,80274904,7771,5859
831,80274906,7771,5859
832,80274912,7771,5859
833,80274914,7771,5859
834,80274916,7771,5860
835,80274917,7771,5859
836,80274918,7771,5859
837,80274919,7771,5859
838,80274920,7771,5859
839,80274922,7771,5859
840,80274923,7771,5859
841,80274926,7771,5859
842,80274927,3885,2929
843,80274929,7771,5859
844,80274930,7771,5860
845,80274945,7771,5860
846,80274949,7771,5860
847,80274951,7771,5860
848,80274953,7771,5860
849,80274954,7771,5860
850,80274955,7771,5860
851,80274956,3885,2930
852,80274958,7771,5860
853,80274959,7771,5860
854,80274960,7771,5859
855,80274962,7771,5860
856,80274963,7771,5860
857,80274976,7772,5860
858,80274980,7772,5859
859,80274981,7772,5860
860,80274984,7772,5859
861,80274986,7772,5859
862,80274990,7772,5860
863,80274993,7772,5860
864,80274996,7772,5860
865,80274997,7772,5860
866,80274999,7772,5860
867,80275002,7772,5859
868,80275003,7772,5859
869,80275004,7772,5860
870,80275013,7772,5860
871,80275014,7772,5859
872,80275020,7772,5859
873,80275021,7772,5859
874,80275023,7772,5859
875,80275024,7772,5859
876,80275031,3886,2929
877,80275046,7771,5859
878,80275050,7772,5859
879,80275052,7771,5859
880,80275053,7772,5859
881,80275057,7771,5859
882,80275092,7772,5859
883,80275098,7772,5859
884,80275101,7772,5859
885,80275105,7771,5859
886,80275108,7772,5859
887,80275114,7772,5859
888,80275119,7771,5859
889,80275123,7772,5859
890,80275126,7772,5859
891,80275130,7772,5858
892,80275135,7772,5859
893,80275139,7772,5859
894,80275148,7772,5859
895,80275159,7772,5859
896,80275162,7771,5859
897,80275178,7771,5859
898,80275184,3886,2929
899,80275185,7772,5859
900,80275191,7772,5859
901,80275194,7772,5859
902,80275209,7772,5859
903,80275211,7771,5859
904,80275223,7772,5859
905,80275230,7772,5859
906,80275251,7771,5859
907,80275252,7772,5859
908,80275263,7772,5859
909,80275276,7772,5858
910,80275282,7772,5859
911,80275283,7772,5859
912,80275296,7772,5859
914,80275324,7772,5859
915,80275325,7771,5859
916,80275327,7771,5859
917,80275331,7772,5859
918,80275334,3886,2929
919,80275347,7772,5859
920,80275353,7772,5859
921,80275354,7772,5859
922,80275360,7772,5859
923,80275364,7772,5859
924,80275370,7772,5859
925,80275371,7772,5859
926,80275372,7772,5859
927,80275376,7772,5859
929,80275393,7772,5859
930,80275396,7772,5859
931,80275420,7772,5859
933,80275426,7772,5859
934,80275433,7772,5859
935,80275447,7772,5859
937,80275481,7772,5859
938,80275533,7772,5859
939,80275535,7772,5859
940,80275543,7772,5859
941,80275545,7772,5859
942,80275549,7771,5859
943,80275556,7771,5860
944,80275566,7772,5859
945,80275569,7771,5860
947,80275579,7772,5859
948,80275582,7772,5859
949,80275585,7772,5859
950,80275590,7772,5859
951,80275593,7772,5859
954,80275628,7772,5859
955,80275633,3885,2929
956,80275637,3886,2930
957,80275640,7772,5859
958,80275641,7772,5859
960,80275670,7772,5859
961,80275682,7772,5859
962,80275683,7772,5859
963,80275689,7772,5859
964,80275690,7772,5859
965,80275724,7772,5859
966,80275741,7773,5859
967,80275744,7772,5859
968,80275747,7772,5859
969,80275748,7772,5859
970,80275749,7772,5859
971,80275757,7772,5859
972,80275768,7771,5859
973,80275770,7771,5859
975,80275775,7771,5859
976,80275776,7771,5859
977,80275780,3885,2929
978,80275781,3885,2929
979,80275782,7771,5859
980,80275784,7771,5859
981,80275786,7771,5859
982,80275791,7771,5859
983,80275792,7771,5859
984,80275796,7771,5859
985,80275806,7771,5859
986,80275811,7771,5859
987,80275813,7771,5859
988,80275819,7771,5859
989,80275827,7771,5859
990,80275843,7771,5859
991,80275847,7771,5859
992,80275850,7771,5859
993,80275855,7771,5859
994,80275856,7771,5859
995,80275860,7771,5859
996,80275879,3885,2929
997,80275893,7771,5859
998,80275899,7772,5859
999,80275911,7772,5859
1000,80275923,7772,5859
1001,80275924,7772,5859
1003,80275952,7772,5858
1004,80275955,7772,5858
1008,80275977,7772,5859
1010,80275980,7772,5859
1011,80275981,7772,5860
1012,80275982,7771,5860
1013,80275984,7771,5860
1014,80276013,3885,2929
1015,80276014,3885,2929
1016,80276059,7772,5859
1017,80276060,7772,5859
1018,80276075,7772,5858
1019,80276081,7772,5858
1020,80276159,7776,5866
1021,80276267,7774,5863
1022,80276272,7774,5863
1023,80276308,3887,2931
1024,80276309,7775,5863
1025,80276310,7775,5863
1026,80276331,7775,5863
1027,80276337,3888,2930
1028,80276443,3888,2930
1029,80276468,7776,5862
1030,80276487,7777,5862
1031,80276515,7776,5862
1032,80276591,7777,5862
1034,80276639,3887,2931
1035,80276642,3888,2931
1036,80276644,7776,5866
1037,80276649,3887,2930
1038,80276650,3887,2930
1039,80276721,7772,5858
1040,80276739,7772,5858
1041,80276740,7772,5858
1044,80276779,7772,5859
1045,80276780,7772,5859
1046,80276781,7772,5859
1047,80276784,7772,5859
1048,80276798,7772,5859
1049,80276839,7772,5860
1050,80276841,7772,5860
1051,80276844,7772,5860
1052,80276846,7772,5860
1053,80276854,7772,5860
1054,80276860,7772,5860
1055,80276863,7772,5860
1056,80276875,7772,5860
1057,80276894,3886,2930
1058,80276906,7772,5860
1059,80276910,3886,2930
1060,80276937,7772,5860
1061,80276942,7772,5860
1062,80276944,7772,5860
1063,80276957,7772,5860
1064,80276967,3886,2930
1065,80276969,3886,2930
1066,80276970,3886,2930
1067,80277005,3886,2930
1068,80277016,7773,5860
1069,80277017,7773,5859
1070,80277021,7773,5859
1071,80277026,7773,5859
1072,80277036,3886,2929
1073,80277053,7772,5859
1074,80277076,7772,5860
1075,80277083,3886,2929
1076,80277179,7778,5863
1077,80277269,7771,5859
1078,80277293,3889,2931
1079,80277300,7778,5863
1082,80277314,7772,5859
1083,80277320,7771,5860
1084,80277324,7774,5863
1085,80277327,7774,5863
1086,80277328,7774,5863
1087,80277329,7774,5863
1088,80277330,7774,5863
1089,80277334,3887,2931
1090,80277340,7774,5863
1091,80277361,7772,5859
1092,80277362,3888,2931
1093,80277365,3888,2931
1094,80277372,7772,5859
1097,80277392,7771,5859
1098,80277430,7773,5863
1099,80277432,7773,5863
1100,80277436,7772,5859
1101,80277475,7773,5866
1102,80277481,7773,5866
1103,80277488,7773,5866
1104,80277538,7771,5861
1105,80277555,7774,5863
1106,80277558,3888,2931
1107,80277567,7776,5866
1108,80277598,3885,2929
1109,80277655,7774,5863
1110,80277656,7774,5863
1111,80277657,7774,5863
1112,80277658,7774,5863
1113,80277659,7774,5863
1114,80277660,7774,5863
1115,80277661,7774,5863
1116,80277667,7774,5863
1117,80277668,7774,5863
1118,80277676,7774,5863
1119,80277680,7774,5863
1120,80277691,7776,5862
1121,80277692,7776,5862
1122,80277717,7774,5862
1123,80277730,7778,5863
1124,80277779,7775,5862
1126,80277867,7771,5859
1127,80277942,7775,5862
1128,80278229,3888,2930
1129,80278329,3889,2931
1130,80278386,7773,5860
1133,80278402,7772,5859
1134,80278403,7772,5859
1135,80278406,7772,5859
1136,80278407,7772,5859
1137,80278417,3885,2929
1138,80278420,7772,5860
1139,80278478,3886,2930
1140,80278512,3887,2929
1141,80278513,3887,2929
1142,80278552,3887,2929
1143,80278553,3887,2929
1144,80278554,7774,5859
1145,80278754,3887,2929
1146,80278852,3887,2929
1147,80278853,3887,2929
1148,80278875,3887,2929
1150,80278880,3887,2929
1152,80278891,3887,2929
1153,80278917,3887,2929
1154,80279460,3883,2933
1155,80279618,3883,2934
1156,80279622,3883,2934
1157,80279627,3883,2934
1158,80280039,3883,2934
1159,80280043,3883,2934
1160,80280046,3883,2934
1161,80280138,3883,2934
1162,80280204,7767,5868
1163,80280206,7767,5868
1164,80280207,7767,5868
1165,80280218,3883,2934
1166,80280246,7770,5868
1167,80280253,3885,2934
1168,80280254,3885,2934
1169,80280255,3885,2934
1170,80280956,7770,5867
1171,80280957,7770,5867
1172,80280958,7770,5867
1173,80280961,7770,5867
1174,80280970,3885,2933
1175,80280975,7770,5867
1176,80280977,7770,5867
1177,80280979,7770,5867
1178,80280981,7770,5867
1179,80280982,7770,5867
1180,80280983,7770,5867
1181,80280993,7770,5867
1182,80280997,7770,5867
1183,80280999,7770,5867
1184,80281012,7770,5867
1185,80281018,7770,5867
1186,80281021,7770,5867
1187,80281029,3885,2933
1188,80281041,7770,5867
1189,80281043,3885,2933
1190,80281044,3885,2933
1191,80281057,7770,5867
1192,80281072,3885,2933
1193,80281080,7770,5867
1194,80281081,7770,5867
1195,80281095,7770,5867
1196,80281096,7770,5867
1197,80281110,7770,5867
1198,80281210,3885,2933
1199,80281212,3885,2933
1200,80281214,3885,2933
1201,80281215,3885,2933
1202,80281217,7770,5867
1203,80281240,7771,5867
1204,80281241,7771,5867
1205,80281243,7771,5867
1206,80281244,7771,5867
1207,80281247,7771,5867
1208,80281261,7771,5867
1209,80281271,7771,5867
1210,80281306,3885,2933
1211,80281313,3885,2933
1212,80281316,3885,2933
1213,80281317,7771,5867
1214,80281320,7771,5867
1215,80281323,7771,5867
1216,80281324,7771,5867
1217,80281325,7771,5867
1218,80281327,7771,5867
1219,80281329,7771,5867
1220,80281332,7771,5867
1221,80281338,7771,5867
1222,80281343,7771,5867
1223,80281345,7771,5867
1224,80281347,7771,5867
1225,80281348,7771,5867
1226,80281350,7771,5867
1227,80281351,7771,5867
1228,80281365,7771,5867
1229,80281368,3885,2933
1230,80281371,7771,5867
1231,80281401,3885,2933
1232,80281581,7767,5868
1233,537264140,7775,5861
1234,537264155,7775,5861
1235,537264223,7775,5861
1236,537264258,7775,5861
1241,537264379,7775,5861
1242,537264383,7774,5861
1244,537264436,7775,5861
1246,537264504,7775,5861
1247,537264547,7775,5861
1248,537264609,7776,5861
1249,537264635,7774,5861
1250,537264646,7774,5861
1251,537264651,7775,5861
1252,537264652,7775,5861
1253,537264653,7776,5861
1254,537264656,7777,5861
1256,537264739,7775,5861
1257,537264766,7774,5861
1258,537264780,7776,5861
1259,537264796,7774,5861
1260,537264797,7774,5861
1261,537264800,7775,5861
1262,537264811,7776,5861
1263,537264825,7776,5861
1266,537264849,7775,5860
1269,537264932,7776,5860
1272,537265046,7775,5860
1273,537265049,7775,5860
1274,537265051,7775,5860
1276,537265087,7774,5860
1280,537265224,3888,2930
1281,537265232,3888,2930
1282,537265235,3888,2930
1283,537265245,7776,5860
1284,537265265,3888,2930
1285,537265272,7774,5860
1286,537265274,3888,2930
1287,537265278,3888,2930
1288,537265285,3888,2930
1289,537265315,7776,5860
1292,537265390,7774,5860
1294,537265430,7776,5860
1296,537265459,7776,5860
1297,537265478,7775,5860
1302,537265664,3887,2930
1306,537265732,3886,2930
1317,537265970,3886,2930
1320,537265991,7776,5860
1325,537266126,7775,5860
1326,537266131,7776,5860
1328,537266168,3886,2930
1332,537266280,3887,2930
1333,537266288,7776,5860
1334,537266297,7776,5860
1335,537266301,7776,5860
1337,537266317,7776,5860
1338,537266335,7776,5860
1340,537266359,7776,5860
1345,537266466,7776,5860
1346,537266475,7776,5860
1348,537266481,7773,5860
1352,537266555,7777,5860
1353,537266599,7773,5860
1355,537266656,3887,2930
1356,537266714,7778,5860
1358,537266736,7775,5860
1362,537266827,7776,5860
1365,537266856,7778,5860
1369,537266902,3888,2930
1371,537266944,7773,5860
1373,537266978,7774,5860
1374,537266989,7774,5860
1376,537267012,3887,2930
1378,537267057,7773,5860
1386,537267175,7773,5860
1389,537267211,7777,5860
1401,537267268,7773,5860
1404,537267290,7775,5860
1409,537267307,7777,5860
1411,537267322,7775,5860
1412,537267327,7775,5860
1413,537267331,7773,5860
1414,537267332,7773,5860
1419,537267350,7776,5860
1421,537267355,7775,5860
1423,537267359,7775,5860
1426,537267373,7777,5860
1428,537267379,7777,5860
1432,537267406,7777,5860
1433,537267408,7775,5860
1435,537267411,7775,5860
1436,537267412,7775,5860
1437,537267419,7774,5860
1438,537267420,7774,5860
1441,537267425,7777,5860
1442,537267441,7774,5860
1443,537267450,7775,5860
1444,537267451,7774,5860
1445,537267453,7773,5860
1447,537267471,7774,5860
1448,537267477,7774,5860
1449,537267479,7777,5860
1450,537267480,7777,5860
1451,537267481,7774,5860
1452,537267482,7775,5860
1454,537267491,7775,5860
1455,537267494,7777,5860
1456,537267495,7775,5860
1458,537267518,7777,5860
1460,537267566,7777,5860
1461,537267572,7773,5860
1462,537267578,7774,5860
1463,537267587,7777,5860
1464,537267589,7773,5860
1465,537267593,7773,5860
1466,537267640,7775,5860
1467,537267654,7773,5860
1469,537267674,7777,5860
1470,537267694,7773,5860
1472,537267699,7775,5860
1475,537267715,7774,5860
1478,537267793,7774,5860
1480,537267853,7777,5860
1481,537267869,7775,5860
1482,537267872,7774,5860
1484,537267886,7775,5860
1486,537267934,3887,2930
1487,537267941,3888,2930
1488,537268015,7777,5860
1489,537268022,7776,5860
1490,537268023,3887,2930
1491,537268024,3887,2930
1496,537268058,3887,2930
1497,537268069,3887,2930
1498,537268072,7774,5860
1499,537268083,7775,5860
1500,537268088,7775,5860
1501,537268101,7775,5860
1502,537268105,7774,5860
1503,537268111,7775,5860
1506,537268151,7774,5860
1507,537268164,7775,5860
1508,537268178,7774,5860
1509,537268187,7774,5860
1510,537268197,3887,2930
1511,537268209,7773,5860
1512,537268222,7775,5860
1513,537268232,3888,2930
1515,537268294,7777,5860
1516,537268295,3887,2930
1517,537268317,7774,5860
1519,537268348,7777,5860
1521,537268366,7774,5860
1522,537268367,7773,5860
1523,537268369,7774,5860
1526,537268382,7774,5860
1528,537268394,7774,5860
1529,537268401,7775,5860
1531,537268413,7773,5860
1533,537268445,7773,5860
1534,537268452,7773,5860
1535,537268462,7777,5860
1537,537268466,7777,5860
1538,537268503,7777,5860
1541,537268513,7777,5860
1545,537268548,7774,5860
1551,537268603,7777,5860
1552,537268611,7774,5860
1554,537268624,7777,5860
1555,537268626,7774,5860
1557,537268631,3887,2930
1558,537268638,7773,5860
1560,537268641,3887,2930
1561,537268642,3887,2930
1563,537268653,7773,5860
1564,537268659,7774,5860
1565,537268662,7773,5860
1569,537268703,7773,5860
1570,537268710,7774,5860
1571,537268711,7773,5860
1572,537268720,7773,5860
1573,537268743,7776,5860
1574,537268744,7773,5860
1575,537268745,7776,5860
1576,537268754,7775,5860
1577,537268766,7773,5860
1578,537268777,7774,5860
1579,537268779,7773,5860
1580,537268789,7775,5860
1581,537268797,7774,5860
1582,537268799,7773,5859
1583,537268800,7773,5859
1584,537268804,7773,5859
1585,537268808,7774,5859
1586,537268814,7775,5860
1587,537268820,7776,5859
1590,537268832,7774,5859
1591,537268834,7774,5860
1592,537268837,7775,5860
1594,537268870,7775,5860
1595,537268896,7774,5859
1597,537268899,7776,5859
1598,537268914,7774,5859
1599,537268919,7774,5860
1601,537268935,7776,5859
1602,537268940,7774,5859
1604,537268961,7774,5859
1605,537268982,7776,5859
1606,537268983,7774,5860
1607,537268984,7774,5859
1609,537268989,7775,5859
1610,537268991,7774,5859
1611,537269011,7776,5859
1612,537269019,7777,5859
1615,537269047,7774,5859
1626,537269152,7774,5859
1631,537269183,7775,5859
1635,537269228,7776,5859
1639,537269248,7776,5859
1641,537269260,7776,5859
1642,537269270,3887,2929
1643,537269285,7777,5859
1645,537269295,7776,5859
1646,537269306,7776,5859
1647,537269320,7777,5859
1648,537269321,7776,5859
1649,537269326,7776,5859
1651,537269332,7776,5859
1652,537269345,7776,5859
1653,537269348,3888,2929
1655,537269362,7773,5859
1656,537269370,3887,2929
1657,537269375,7776,5859
1658,537269382,7776,5859
1660,537269416,3888,2929
1663,537269436,7776,5859
1664,537269437,7776,5859
1666,537269473,7776,5859
1668,537269510,7773,5859
1669,537269511,7773,5859
1670,537269512,3887,2929
1671,537269527,7776,5859
1674,537269540,7776,5859
1675,537269545,7776,5859
1676,537269548,7777,5859
1677,537269554,7775,5859
1678,537269555,7775,5859
1683,537269592,7776,5859
1686,537269604,3887,2929
1688,537269609,7774,5859
1689,537269631,7776,5859
1690,537269632,7775,5859
1691,537269637,7774,5859
1692,537269645,7776,5859
1695,537269649,7773,5859
1696,537269655,7777,5859
1700,537269684,7773,5859
1701,537269685,7773,5859
1704,537269696,7776,5859
1705,537269697,7775,5859
1706,537269702,7777,5859
1708,537269712,7773,5859
1710,537269721,3887,2929
1721,537269767,7774,5859
1722,537269775,7777,5859
1724,537269781,7775,5859
1725,537269785,7774,5859
1728,537269812,7777,5859
1729,537269819,7774,5859
1730,537269821,7773,5859
1732,537269828,7773,5859
1734,537269845,7773,5859
1735,537269851,7774,5859
1736,537269853,7777,5859
1737,537269865,7773,5859
1740,537269889,7776,5859
1741,537269901,7777,5859
1742,537269907,7777,5859
1743,537269908,7777,5859
1744,537269910,7775,5859
1745,537269914,7777,5859
1748,537269929,7775,5859
1749,537269930,7775,5859
1750,537269935,7773,5859
1751,537269946,7777,5859
1754,537269958,7775,5859
1756,537269968,7775,5859
1757,537269979,7773,5859
1758,537269986,7775,5859
1760,537269993,7775,5859
1761,537270003,7774,5859
1763,537270012,7777,5859
1765,537270029,7773,5859
1768,537270036,7775,5859
1770,537270039,3887,2929
1771,537270041,7776,5859
1774,537270052,7774,5859
1775,537270053,7777,5859
1776,537270059,7777,5859
1777,537270060,7777,5859
1785,537270084,7775,5859
1786,537270087,7773,5859
1788,537270095,7777,5859
1789,537270096,7777,5859
1792,537270116,3887,2929
1794,537270123,7775,5859
1795,537270126,7773,5859
1796,537270132,7777,5859
1797,537270141,3886,2929
1798,537270146,7776,5859
1801,537270174,7777,5859
1802,537270183,7775,5859
1803,537270187,3886,2929
1804,537270195,7777,5859
1805,537270198,7775,5859
1808,537270209,7775,5859
1810,537270215,7773,5859
1811,537270219,7777,5859
1814,537270233,3887,2929
1815,537270239,7773,5859
1816,537270247,7773,5859
1817,537270248,7773,5859
1819,537270250,7773,5859
1820,537270252,7773,5859
1822,537270254,7772,5859
1823,537270256,7773,5859
1824,537270259,3887,2929
1828,537270281,7775,5859
1830,537270288,3887,2929
1831,537270289,3887,2929
1835,537270313,3887,2929
1836,537270316,7775,5859
1838,537270326,3887,2929
1839,537270335,3887,2929
1840,537270340,7777,5859
1841,537270341,3886,2929
1842,537270343,7773,5859
1843,537270344,7773,5859
1846,537270361,3887,2929
1847,537270375,7773,5859
1849,537270391,7773,5859
1850,537270392,7773,5859
1852,537270405,7776,5859
1853,537270417,7773,5859
1854,537270422,7774,5859
1855,537270432,7777,5859
1858,537270435,7775,5859
1859,537270437,3887,2929
1860,537270440,7773,5859
1861,537270447,7773,5859
1863,537270460,7777,5859
1864,537270467,7776,5859
1866,537270473,7773,5859
1867,537270474,7773,5859
1871,537270502,7773,5859
1872,537270504,7773,5859
1873,537270505,7776,5859
1877,537270547,7776,5859
1878,537270556,7776,5859
1881,537270592,7773,5859
1882,537270602,7773,5859
1883,537270603,7773,5859
1884,537270604,7774,5859
1885,537270607,7773,5859
1886,537270608,7775,5859
1887,537270612,7773,5859
1888,537270613,7773,5859
1889,537270614,7773,5859
1891,537270619,7775,5859
1892,537270623,7773,5859
1893,537270624,7773,5859
1894,537270625,7773,5859
1895,537270629,7773,5859
1896,537270631,7773,5859
1897,537270637,7773,5859
1898,537270640,7775,5859
1899,537270641,7773,5859
1900,537270646,7773,5859
1901,537270655,7775,5859
1902,537270658,7775,5859
1905,537270666,7774,5859
1906,537270667,7774,5859
1908,537270689,3886,2929
1909,537270692,7776,5859
1910,537270694,7776,5859
1914,537270719,7774,5859
1915,537270720,7775,5859
1916,537270721,7773,5859
1917,537270730,3886,2929
1918,537270736,7773,5859
1919,537270743,7773,5859
1920,537270746,7775,5859
1921,537270749,7774,5859
1922,537270751,7773,5859
1923,537270752,7773,5859
1925,537270757,7773,5859
1929,537270768,7775,5859
1930,537270769,7775,5859
1932,537270779,7775,5859
1933,537270788,7773,5859
1934,537270793,7777,5859
1935,537270802,7775,5859
1936,537270804,7776,5859
1938,537270812,7774,5859
1939,537270823,7773,5859
1940,537270829,7775,5859
1941,537270832,7775,5859
1942,537270833,7774,5859
1943,537270836,7776,5859
1944,537270844,7775,5859
1945,537270845,7775,5859
1949,537270870,7776,5859
1954,537270888,7776,5859
1955,537270891,7778,5859
1958,537270903,7775,5859
1959,537270908,7775,5859
1960,537270914,7776,5859
1961,537270923,7776,5859
1962,537270924,7773,5859
1963,537270926,7775,5859
1964,537270931,7777,5859
1965,537270936,7775,5859
1966,537270940,7775,5859
1967,537270942,7775,5859
1969,537270952,7773,5859
1970,537270958,7773,5859
1971,537270962,7773,5859
1972,537270963,7773,5859
1973,537270973,7775,5859
1974,537270976,7775,5859
1975,537270997,3886,2929
1977,537271015,7774,5859
1978,537271032,7775,5859
1979,537271035,3887,2929
1982,537271049,3887,2929
1983,537271057,7777,5859
1984,537271063,3888,2929
1985,537271065,3888,2929
1986,537271071,3888,2929
1987,537271075,7773,5859
1988,537271083,3887,2929
1990,537271095,3887,2929
1991,537271103,3886,2929
1994,537271158,7776,5859
1998,537271185,3888,2929
2000,537271207,7773,5859
2001,537271222,7773,5859
2002,537271229,7773,5859
2003,537271231,7775,5859
2004,537271233,7776,5859
2005,537271243,7773,5859
2006,537271244,7774,5859
2007,537271251,7775,5859
2008,537271256,7774,5859
2009,537271269,7775,5859
2010,537271273,7773,5859
2012,537271279,7773,5859
2013,537271280,7774,5859
2014,537271298,7774,5859
2015,537271306,7773,5859
2016,537271307,7773,5859
2020,537271321,7773,5859
2021,537271327,7773,5859
2023,537271332,7773,5859
2024,537271336,7774,5859
2026,537271345,7774,5859
2027,537271351,7773,5859
2028,537271361,3887,2929
2029,537271362,7773,5859
2031,537271375,7775,5859
2032,537271376,7774,5859
2033,537271377,7774,5859
2034,537271381,3888,2929
2036,537271388,3887,2929
2038,537271393,7773,5859
2039,537271407,3887,2929
2041,537271410,7773,5859
2042,537271415,7774,5859
2043,537271418,7773,5859
2044,537271420,3887,2929
2045,537271421,7775,5859
2047,537271443,7776,5859
2048,537271453,7773,5859
2054,537271484,7773,5859
2055,537271485,7773,5859
2057,537271491,7773,5859
2059,537271496,7774,5859
2060,537271500,7775,5859
2061,537271506,7773,5859
2062,537271518,7776,5859
2063,537271520,7773,5859
2064,537271533,7773,5859
2065,537271539,7774,5859
2067,537271547,7773,5859
2068,537271548,7773,5859
2071,537271555,7773,5859
2072,537271561,7774,5859
2073,537271567,7774,5859
2075,537271570,7777,5859
2080,537271594,7773,5859
2083,537271604,3888,2929
2084,537271618,7777,5859
2085,537271623,7773,5859
2086,537271624,7774,5859
2087,537271633,7774,5859
2088,537271635,7773,5859
2090,537271638,7773,5859
2092,537271650,7774,5859
2093,537271655,7773,5859
2097,537271671,7773,5859
2098,537271673,7773,5859
2100,537271680,7774,5859
2101,537271681,7774,5859
2102,537271687,7776,5859
2105,537271707,7777,5859
2106,537271714,7774,5859
2108,537271722,7777,5859
2112,537271726,7774,5859
2113,537271729,7775,5859
2114,537271739,7774,5859
2115,537271750,3888,2929
2116,537271753,7773,5859
2118,537271765,7777,5859
2121,537271781,7776,5859
2122,537271783,7777,5859
2126,537271793,7777,5859
2127,537271802,7776,5859
2129,537271811,7773,5859
2130,537271812,3888,2929
2132,537271814,7773,5859
2133,537271816,7774,5859
2134,537271817,7774,5859
2135,537271819,7774,5859
2136,537271824,7774,5859
2137,537271825,7773,5859
2138,537271829,7773,5859
2140,537271855,7773,5859
2141,537271866,7773,5859
2143,537271869,7775,5859
2144,537271873,7774,5859
2146,537271878,7775,5859
2147,537271882,7773,5859
2148,537271888,7774,5859
2149,537271890,7775,5859
2150,537271893,7773,5859
2151,537271900,7773,5859
2152,537271917,7774,5859
2153,537271920,7777,5859
2154,537271921,7777,5859
2156,537271930,7777,5859
2158,537271946,7776,5859
2159,537271948,7774,5859
2160,537271949,7777,5859
2161,537271956,7777,5859
2162,537271957,3887,2929
2163,537271958,7777,5859
2164,537271963,7773,5859
2165,537271964,7773,5859
2166,537271968,3887,2929
2167,537271970,7774,5859
2168,537271971,7773,5859
2169,537271972,7773,5859
2171,537271977,7774,5859
2173,537271982,7775,5859
2174,537271987,7773,5859
2175,537271988,7774,5859
2176,537271989,7777,5859
2178,537271996,7774,5859
2181,537272007,7777,5859
2182,537272008,7773,5859
2183,537272009,3887,2929
2184,537272011,7777,5859
2185,537272015,7777,5859
2186,537272016,7775,5859
2188,537272025,7773,5859
2189,537272028,7777,5859
2190,537272030,7774,5859
2191,537272031,7777,5859
2192,537272035,7773,5859
2193,537272036,7773,5859
2194,537272044,7777,5859
2195,537272052,7774,5859
2196,537272055,3887,2929
2198,537272063,7777,5859
2200,537272086,7774,5859
2203,537272093,3886,2929
2205,537272097,7776,5859
2206,537272100,3887,2929
2208,537272104,7774,5859
2209,537272110,7776,5859
2214,537272150,7773,5859
2215,537272155,7777,5859
2216,537272161,7777,5859
2219,537272194,7775,5859
2220,537272206,7775,5859
2222,537272211,7775,5859
2223,537272217,3886,2929
2227,537272226,7774,5859
2229,537272233,3886,2929
2230,537272240,7774,5859
2231,537272243,7777,5859
2232,537272245,7773,5859
2233,537272246,7773,5859
2234,537272247,7777,5859
2235,537272261,7774,5859
2236,537272267,3888,2929
2238,537272279,3887,2929
2239,537272285,3887,2929
2240,537272286,3887,2929
2244,537272302,7774,5859
2245,537272307,7775,5859
2246,537272310,3887,2929
2247,537272314,3887,2929
2249,537272322,7777,5859
2250,537272323,7777,5859
2251,537272324,7777,5859
2252,537272325,7777,5859
2253,537272330,7777,5859
2255,537272333,7775,5859
2256,537272334,7775,5859
2259,537272357,7774,5859
2260,537272358,7774,5859
2261,537272360,3887,2929
2262,537272362,7776,5859
2263,537272363,3887,2929
2264,537272367,7774,5859
2265,537272375,3887,2929
2266,537272376,7775,5859
2267,537272377,7775,5859
2268,537272378,7775,5859
2269,537272381,7777,5859
2271,537272402,7774,5859
2273,537272404,7774,5859
2274,537272405,7775,5859
2276,537272408,3887,2929
2279,537272414,7774,5859
2280,537272415,7775,5859
2281,537272416,7777,5859
2282,537272417,7777,5859
2284,537272422,3888,2929
2285,537272423,7774,5859
2286,537272425,7775,5859
2287,537272427,7774,5859
2288,537272428,7774,5859
2289,537272432,7777,5859
2291,537272437,3887,2929
2292,537272441,7774,5859
2293,537272445,7777,5859
2294,537272449,7775,5859
2295,537272454,7774,5859
2298,537272459,3887,2929
2300,537272462,7776,5859
2301,537272463,7775,5859
2302,537272468,7775,5859
2304,537272472,7776,5859
2305,537272480,7775,5859
2307,537272483,7775,5859
2308,537272486,3888,2929
2309,537272487,7776,5859
2311,537272491,7774,5859
2313,537272501,3888,2929
2315,537272508,3887,2929
2316,537272509,7774,5859
2318,537272516,3887,2929
2319,537272520,7773,5859
2320,537272527,7776,5859
2322,537272530,7775,5859
2323,537272531,7775,5859
2324,537272544,7775,5859
2325,537272547,3887,2929
2327,537272550,7773,5859
2329,537272557,7777,5859
2330,537272561,7773,5859
2333,537272576,7775,5859
2334,537272577,7775,5859
2336,537272580,7773,5859
2337,537272582,3887,2929
2338,537272583,3887,2929
2339,537272585,7773,5859
2340,537272587,3887,2929
2344,537272594,7773,5859
2347,537272624,7775,5859
2348,537272633,7773,5859
