linkid,Average_Daily_SeniorPopulation_Travelling,IDRoute
542418893,233.203075,[nan]
542418895,88.905485,[nan]
542418896,144.471413,[nan]
542418920,454.936514,"[nan, nan]"
542418923,115.57713,[nan]
542418973,309.799203,[nan]
542418979,426.63980300000003,"[nan, nan]"
542418981,105.070118,[nan]
542418984,482.21048999999994,"[nan, nan, nan, nan]"
542418988,105.070118,[nan]
542418996,128.419033,[nan]
542418999,272.890446,"[nan, nan]"
542419000,326.484305,[nan]
542419035,165.110186,[nan]
542419067,165.110186,[nan]
542419125,288.942825,[nan]
542419133,326.484305,[nan]
542419135,237.345892,"[nan, nan]"
542419136,96.314275,[nan]
542419138,204.482615,"[nan, nan]"
542419139,88.905485,[nan]
542419212,288.942825,[nan]
542419214,144.471413,[nan]
542419218,77.05142,[nan]
542419224,2412.1818780000003,"[nan, nan]"
542419231,177.810969,[nan]
542419236,788.301712,"[nan, nan]"
542419237,426.534647,"[nan, nan]"
542419238,165.110186,[nan]
542419241,177.810969,[nan]
542419243,144.471413,[nan]
542419244,88.905485,[nan]
542419246,451.41009,"[nan, nan, nan]"
542419248,105.070118,[nan]
542419251,105.070118,[nan]
542419268,383.351983,"[nan, nan]"
542419269,325.71736599999997,"[nan, nan]"
542419276,96.314275,[nan]
542419326,805.4943639999999,"[12.0, 30.0, 12.0, 30.0, 12.0, 30.0]"
542419329,23.875486,[nan]
542419330,233.203074,"[12.0, 30.0]"
542419333,544.140508,"[12.0, 30.0]"
542419345,326.484305,[nan]
542419351,408.105381,[nan]
542419359,72.235706,[nan]
542419366,716.121502,"[nan, nan, nan]"
542419373,587.5504819999999,"[12.0, 30.0, 12.0, 30.0]"
542419375,116.601537,[nan]
542419387,337.462292,"[nan, nan, nan]"
542419419,48.686186,[nan]
542419420,212.094328,"[nan, nan]"
542419425,380.73515,[nan]
542419426,566.518556,[nan]
542419444,115.57713,[nan]
542419452,483.423573,"[nan, nan, nan]"
542419454,105.070118,[nan]
542419456,26.528318,[nan]
542419457,26.528318,[nan]
542419458,23.105309,[nan]
542419459,23.105309,[nan]
542419474,77.05142,[nan]
542419492,443.085842,[nan]
542419494,105.070118,[nan]
542419495,612.587996,"[nan, nan]"
542419496,559.861203,"[nan, nan, nan]"
542419514,235.289466,"[nan, nan]"
542419518,50.403803,[nan]
542419521,23.105309,[nan]
542419523,96.314275,[nan]
542419546,1011.4045259999999,"[nan, nan, nan, nan]"
542419547,433.857814,"[nan, nan, nan]"
542419549,116.601537,[nan]
542419557,116.601537,[nan]
542419563,185.21976,[nan]
542419568,326.484305,[nan]
542419572,841.8058530000001,"[nan, nan]"
542419573,88.905485,[nan]
542419576,97.597772,[nan]
542419577,145.236821,[nan]
542419581,136.035127,[nan]
542419605,2351.2956830000003,"[nan, nan, nan, nan, nan]"
542419611,2554.265415,"[nan, nan, nan, nan, nan, nan]"
542419620,240.785688,[nan]
542419627,350.090689,"[nan, nan]"
542419628,116.601537,[nan]
542419629,326.484305,[nan]
542419631,116.601537,[nan]
542419641,59.792521,[nan]
542419651,105.070118,[nan]
542419653,105.070118,[nan]
542419660,136.035127,[nan]
542419672,45.176068,[nan]
542419677,187.625211,[nan]
542419678,2899.948827,"[9.0, 46.0, 49.0, 9.0, 46.0, 49.0, 9.0, 46.0, 49.0]"
542419685,910.860987,[nan]
542419693,495.330558,"[9.0, 46.0, 49.0]"
542419694,445.205871,"[9.0, 46.0, 49.0]"
542419697,204.052691,[nan]
542419711,204.052691,[nan]
542419712,204.052691,[nan]
542419713,544.140508,[nan]
542419714,544.140508,[nan]
542419716,144.471413,[nan]
542419764,466.40615,[nan]
542419770,21.704987,[nan]
542419796,144.471413,[nan]
542419810,115.57713,[nan]
542419820,96.314275,[nan]
542419834,1151.646675,"[nan, nan]"
542419837,128.945604,"[nan, nan]"
542419839,105.070118,[nan]
542419844,645.421143,"[nan, nan, nan]"
542419856,108.828102,[nan]
542419859,115.57713,[nan]
542419861,12394.679957999992,"[8.0, 28.0, 43.0, 58.0, 70.0, 83.0, 8.0, 28.0, 43.0, 58.0, 70.0, 83.0, 8.0, 28.0, 43.0, 58.0, 70.0, 83.0, 8.0, 28.0, 43.0, 58.0, 70.0, 83.0, 8.0, 28.0, 43.0, 58.0, 70.0, 83.0]"
542419862,9075.570553,"[8.0, 12.0, 28.0, 43.0, 58.0, 70.0, 83.0, 8.0, 12.0, 28.0, 43.0, 58.0, 70.0, 83.0, 8.0, 12.0, 28.0, 43.0, 58.0, 70.0, 83.0]"
542419864,21.704987,[nan]
542419874,115.57713,[nan]
542419875,346.73139,[nan]
542419882,88.905485,[nan]
542419896,2292.279745,"[8.0, 12.0, 28.0, 43.0, 58.0, 70.0, 83.0, 8.0, 12.0, 28.0, 43.0, 58.0, 70.0, 83.0]"
542419903,204.052691,[nan]
542419907,249.541531,[nan]
542419917,1848.094963,"[nan, nan, nan]"
542419929,21.704987,[nan]
542419932,685.131581,"[nan, nan]"
542419952,1941.763188,"[nan, nan]"
542419953,418.422835,"[nan, nan]"
542419958,602.441277,"[nan, nan, nan]"
542419965,506.823175,"[nan, nan]"
542420010,2095.087269,"[nan, nan]"
542420041,204.052691,[nan]
542420112,233.203075,[nan]
542420123,96.314275,[nan]
542420125,806.825392,"[nan, nan]"
542420134,105.070118,[nan]
542420153,1990.426062,"[nan, nan, nan]"
542420162,205.142377,[nan]
542420169,161.141191,[nan]
542420170,165.110186,[nan]
542420180,96.314275,[nan]
542420181,96.314275,[nan]
542420183,721.935251,"[nan, nan, nan, nan]"
542420184,288.942825,[nan]
542420190,214.33353699999998,"[nan, nan]"
542420191,193.975603,[nan]
542420192,96.314275,[nan]
542420193,338.55926999999997,"[nan, nan]"
542420194,316.961523,"[nan, nan]"
542420199,813.987556,"[nan, nan, nan]"
542420200,1414.096983,"[nan, nan, nan, nan]"
542420201,201.384393,[nan]
542420214,546.083868,"[nan, nan, nan]"
542420225,128.419033,[nan]
542420229,328.663677,"[nan, nan]"
542420230,192.62855,[nan]
542420232,148.401957,[nan]
542420235,181.380169,[nan]
542420239,165.110186,[nan]
542420240,128.419033,[nan]
542420244,211.891405,"[nan, nan]"
542420245,593.325141,"[nan, nan, nan]"
542420248,88.905485,[nan]
542420250,326.484305,[nan]
542420258,2838.197052,"[nan, nan, nan, nan, nan, nan]"
542420270,687.4600439999999,"[nan, nan, nan]"
542420275,204.052691,[nan]
542420286,125.570887,[84.0]
542420292,105.070118,[nan]
542420307,272.070254,[nan]
542420317,612.1580730000001,"[9.0, 40.0, 46.0]"
542420318,556.507338,"[nan, nan]"
542420322,556.507338,"[nan, nan]"
542420339,1264.882577,"[nan, nan]"
542420340,394.012943,"[nan, nan]"
542420424,2189.4820309999996,"[nan, nan, nan, nan, nan, nan]"
542420425,1691.977011,"[nan, nan, nan, nan]"
542420448,10374.602632000002,"[9.0, 43.0, 82.0, 84.0, 9.0, 43.0, 82.0, 84.0]"
542420449,115.57713,[nan]
542420488,115.57713,[nan]
542420489,231.15426,[nan]
542420499,231.15426,[nan]
542420584,96.314275,[nan]
542420587,332.096624,"[nan, nan, nan]"
542420589,2110.770247,"[nan, nan, nan, nan]"
542420596,971.856899,[nan]
542420598,950.866616,"[nan, nan]"
542420600,596.7732550000001,"[nan, nan]"
542420601,105.070118,[nan]
542420635,144.471413,[nan]
542420648,82.555093,[nan]
542420700,115.57713,[nan]
542420701,165.110186,[nan]
542420705,82.555093,[nan]
542420708,454.97029,[nan]
542420720,446.463444,[nan]
542420721,709.3341270000001,"[nan, nan, nan]"
542420739,82.555093,[nan]
542420744,828.145119,"[nan, nan]"
542420754,108.828102,[nan]
542420770,233.203075,[nan]
542420807,561.833271,[nan]
542420822,144.471413,[nan]
542420829,115.57713,[nan]
542420833,128.419033,[nan]
542420834,417.361858,[nan]
542420848,494.801358,"[nan, nan]"
542420855,144.471413,[nan]
542420856,144.471413,[43.0]
542420859,321.047583,[43.0]
542420886,233.376898,"[43.0, 43.0]"
542420887,240.785688,[43.0]
542420892,88.905485,[nan]
542420907,535.310448,"[nan, nan, nan]"
542420925,398.313261,"[nan, nan]"
542420928,629.895043,"[nan, nan, nan, nan]"
542420931,233.203075,[nan]
542420932,125.570887,[nan]
542420941,726.943457,[nan]
542420942,1390.402184,"[nan, nan]"
542420958,82.555093,[nan]
542420961,522.848922,[nan]
542420981,88.905485,[nan]
542420985,82.555093,[nan]
542420994,177.810969,[nan]
542421003,105.070118,[nan]
542421007,699.860302,"[nan, nan]"
542421018,288.942825,[nan]
542421022,96.314275,[nan]
542421028,1052.548569,"[nan, nan]"
542421029,256.838067,[nan]
542421031,233.203075,[nan]
542421048,853.6233500000001,"[nan, nan, nan]"
542421063,524.824925,"[nan, nan, nan]"
542421067,181.380169,[nan]
542421070,1598.4391199999998,"[nan, nan, nan]"
542421071,1154.783462,"[nan, nan]"
542421076,115.57713,[nan]
542421077,247.665279,[nan]
542421123,272.810061,"[nan, nan]"
542421124,466.566838,"[nan, nan, nan]"
542421134,105.070118,[nan]
542421135,105.070118,[nan]
542421159,192.62855,[nan]
542421161,192.62855,[nan]
542421162,406.962087,"[nan, nan]"
542421163,512.032205,"[nan, nan]"
542421164,288.942825,[nan]
542421165,192.62855,[nan]
542421169,192.62855,[nan]
542421171,192.62855,[nan]
542421172,599.590637,"[nan, nan]"
542421173,264.86425599999995,"[nan, nan]"
542421174,277.694444,"[nan, nan]"
542421177,192.62855,[nan]
542421179,288.942825,[nan]
542421181,288.942825,[nan]
542421182,181.380169,[nan]
542421183,192.62855,[nan]
542421189,288.942825,[nan]
542421220,88.905485,[nan]
542421222,306.230002,"[nan, nan]"
542421256,96.314275,[nan]
542421262,420.82828600000005,"[nan, nan]"
542421269,483.42357400000003,"[nan, nan, nan]"
542421296,144.471413,[nan]
542421302,260.048543,[nan]
542421305,72.235706,[nan]
542421332,105.070118,[nan]
542421347,165.110186,[nan]
542421365,455.430493,[nan]
542421366,144.471413,[nan]
542421369,288.942825,[nan]
542421409,692.47855,"[nan, nan, nan]"
542421426,96.314275,[nan]
542421428,102.026345,[nan]
542421430,96.314275,[nan]
542421451,948.58971,"[nan, nan, nan]"
542421463,288.942825,[nan]
542421475,309.79920200000004,"[nan, nan]"
542421477,288.942825,[nan]
542421478,520.097085,[nan]
542421482,662.73394,[nan]
542421483,902.658255,"[nan, nan, nan]"
542421492,144.471413,[nan]
542421499,231.15426,[nan]
542421527,455.430493,[nan]
542421531,455.430493,[nan]
542421549,455.430493,[nan]
542421551,1009.683636,"[nan, nan]"
542421552,964.507568,"[nan, nan]"
542421566,82.555093,[nan]
542421567,82.555093,[nan]
542421586,455.430493,[nan]
542421624,201.384393,"[nan, nan]"
542421631,1439.986612,[nan]
542421632,1426.740593,[nan]
542421633,4665.049104,"[nan, nan]"
542421637,648.216239,"[nan, nan]"
542421647,165.110186,[nan]
542421652,171.460578,"[nan, nan]"
542421653,165.110186,[nan]
542421672,356.725147,[nan]
542421688,88.905485,[nan]
542421689,88.905485,[nan]
542421690,88.905485,[nan]
542421699,23.875486,[nan]
542421701,115.57713,[nan]
542421709,128.419033,[nan]
542421742,148.401957,[nan]
542421743,148.401957,[nan]
542421744,23.875486,[nan]
542421748,28.650583,[nan]
542421749,21.704987,[nan]
542421751,21.704987,[nan]
542421752,733.554011,"[nan, nan]"
542421755,144.471413,[nan]
542421781,417.36185800000004,"[nan, nan]"
542421784,492.99551600000007,"[nan, nan]"
542421785,128.419033,[nan]
542421786,499.91695100000004,"[nan, nan]"
542421787,371.497918,[nan]
542421788,204.052691,[nan]
542421790,77.05142,[nan]
542421791,576.90142,"[nan, nan, nan]"
542421792,77.05142,[nan]
542421795,77.05142,[nan]
542421797,326.484305,[nan]
542421811,96.314275,[nan]
542421813,159.606513,[nan]
542421814,159.606513,[nan]
542421815,159.606513,[nan]
542421822,88.905485,[nan]
542421828,96.314275,[nan]
542421872,288.942825,[nan]
542421874,2047.755606,"[nan, nan, nan, nan]"
542421900,325.717366,[nan]
542421901,193.975603,[nan]
542421911,204.482615,[nan]
542421923,589.111091,"[nan, nan]"
542421925,300.79689,[nan]
542421937,414.622851,[nan]
542421938,220.647248,[nan]
542422008,608.598454,[nan]
542422039,217.324518,[nan]
542422040,217.324518,[nan]
542422069,105.070118,[nan]
542422080,105.070118,[nan]
542422093,220.647248,[nan]
542422094,388.467576,[nan]
542422120,600.358981,[nan]
542422128,243.996163,[nan]
542422167,96.314275,[nan]
542422173,1095.777739,"[nan, nan, nan, nan]"
542422184,5522.049826,"[nan, nan, nan, nan]"
542422202,212.915812,"[nan, nan]"
542422214,88.905485,[nan]
542422238,570.977194,"[nan, nan]"
542422316,204.482615,[nan]
542422320,204.482615,[nan]
542422322,233.376897,[nan]
542422323,654.6788849999999,"[nan, nan]"
542422329,249.54153100000002,"[nan, nan]"
542422340,105.070118,[nan]
542422341,144.471413,[nan]
542422346,88.905485,[nan]
542422360,88.905485,[nan]
542422370,115.57713,[nan]
542422372,433.563061,"[nan, nan]"
542422380,72.235706,[nan]
542422392,115.57713,[nan]
542422408,105.070118,[nan]
542422430,105.070118,[nan]
542422435,348.954027,[nan]
542422436,115.57713,[nan]
542422445,210.140236,[nan]
542422452,385.874499,[nan]
542422453,477.373061,[nan]
542422456,568.874168,"[nan, nan, nan, nan]"
542422466,116.601537,[nan]
542422469,96.314275,[nan]
542422477,664.650224,[nan]
542422520,856.063278,[nan]
542422535,210.140236,"[nan, nan]"
542422566,105.070118,[nan]
542422579,96.314275,[nan]
542422620,128.419033,[nan]
542422698,1060.429396,"[nan, nan, nan, nan]"
542422701,664.650224,[nan]
542422713,88.905485,[nan]
542422724,182.121538,[nan]
542422727,367.341298,[nan]
542422729,185.21976,[nan]
542422730,916.332666,[nan]
542422731,88.905485,[nan]
542422733,165.956905,[nan]
542422748,559.969848,[nan]
542422750,598.5545589999999,"[nan, nan]"
542422790,105.070118,[nan]
542422793,105.070118,[nan]
542422795,105.070118,[nan]
542422796,105.070118,[nan]
542422837,1898.578418,"[nan, nan, nan, nan]"
542422844,609.4323440000001,"[nan, nan, nan, nan]"
542422846,657.6469119999999,"[nan, nan, nan]"
542422852,1735.474005,"[nan, nan, nan]"
542422854,272.070254,[nan]
542422869,125.570887,[nan]
542422871,1775.8525590000002,"[nan, nan, nan]"
542422873,3008.8816049999996,"[nan, nan, nan, nan]"
542422874,144.471413,[nan]
542422876,88.905485,[nan]
542422890,204.052691,[nan]
542422900,1941.0398330000003,"[nan, nan, nan, nan]"
542422901,125.570887,[nan]
542422907,1711.911685,"[nan, nan, nan]"
542422908,1741.1696450000002,"[nan, nan, nan]"
542422909,234.398988,[nan]
542422918,2071.240131,[nan]
542422920,125.570887,[nan]
542422921,600.9010089999999,"[nan, nan]"
542422923,192.62855,"[nan, nan]"
542422924,570.977194,[nan]
542422925,392.107826,[nan]
542422936,210.140236,[nan]
542422938,326.484305,[nan]
542422942,88.905485,[nan]
542422953,3108.3024880000003,"[nan, nan, nan, nan, nan, nan]"
542422960,233.376898,"[nan, nan]"
542422966,144.471413,[nan]
542422970,241.10524499999997,"[nan, nan]"
542422971,693.4627800000001,"[nan, nan]"
542422972,224.73330800000002,"[nan, nan]"
542422978,145.037967,[nan]
542422983,377.960565,"[nan, nan]"
542422986,165.110186,"[nan, nan]"
542422991,416.54166699999996,"[nan, nan]"
542422993,88.905485,[nan]
542423004,165.110186,[nan]
542423005,272.070254,[nan]
542423006,105.070118,[nan]
542423008,243.99616300000002,"[nan, nan]"
542423012,256.838066,"[nan, nan]"
542423035,260.048543,"[nan, nan]"
542423040,272.070254,[nan]
542423050,602.0809840000001,"[nan, nan]"
542423062,791.8127059999999,"[nan, nan]"
542423066,144.471413,[nan]
542423088,808.9188320000001,"[nan, nan, nan, nan]"
542423089,1090.452868,"[nan, nan, nan, nan]"
542423094,233.203075,[nan]
542423110,1624.648089,[nan]
542423111,1677.118781,[nan]
542423112,862.3227340000001,"[nan, nan]"
542423124,136.035127,[nan]
542423127,136.035127,[nan]
542423134,2986.669153,[nan]
542423139,88.905485,[nan]
542423163,10826.26812,[nan]
542423217,116.601537,[nan]
542423218,116.601537,[nan]
542423219,272.070254,[nan]
542423222,1495.797501,[nan]
542423285,148.401957,[nan]
542423286,181.380169,[nan]
542423287,272.070254,[nan]
542423350,82.555093,[nan]
542423367,88.905485,[nan]
542423368,144.471413,[nan]
542423390,420.472211,[nan]
542423405,641.308456,[nan]
542423406,116.601537,[nan]
542423408,1274.802707,[nan]
542423409,5536.291354000001,"[nan, nan, nan]"
542423411,3232.017257,[nan]
542423412,181.380169,[nan]
542423420,610.139232,"[nan, nan, nan]"
542423422,1430.564526,"[nan, nan, nan, nan]"
542423423,179.077765,"[nan, nan]"
542423424,1213.7868469999999,"[nan, nan]"
542423425,1825.364447,"[nan, nan, nan, nan, nan, nan]"
542423426,702.2938449999999,"[nan, nan, nan]"
542423430,794.0353729999999,"[nan, nan]"
542423451,5471.5127219999995,"[nan, nan, nan]"
542423452,1975.748274,"[nan, nan]"
542423453,272.070254,[nan]
542423454,233.203075,[nan]
542423457,181.380169,[nan]
542423459,181.380169,[nan]
542423473,405.976667,"[nan, nan]"
542423480,496.803562,"[nan, nan, nan]"
542423489,352.82426499999997,"[nan, nan]"
542423494,233.203075,[nan]
542423499,72.235706,[nan]
542423510,1402.134128,"[nan, nan]"
542423512,1503.288453,"[nan, nan]"
542423514,3373.9956840000004,"[nan, nan]"
542423517,435.312407,"[nan, nan]"
542423521,128.419033,[nan]
542423522,793.362482,"[nan, nan, nan]"
542423523,96.314275,[nan]
542423524,82.555093,[nan]
542423558,2184.942485,"[nan, nan]"
542423583,2124.421849,"[nan, nan, nan, nan, nan]"
542423587,2690.102228,[nan]
542423588,488.331225,[nan]
542423590,272.070254,[nan]
542423591,1010.546658,[nan]
542423592,613.902112,[nan]
542423593,125.570887,[nan]
542423594,380.898356,"[nan, nan]"
542423596,402.768786,"[7.0, 37.0]"
542423597,802.1183239999999,"[nan, nan, nan, nan, nan]"
542423599,2270.73679,"[7.0, 37.0, 7.0, 37.0]"
542423603,96.314275,[nan]
542423604,201.384393,"[nan, nan]"
542423609,108.828102,[nan]
542423611,165.110186,[nan]
542423615,523.5991809999999,"[nan, nan, nan, nan]"
542423626,1560.517243,[nan]
542423642,492.28979000000004,"[nan, nan]"
542423649,115.57713,[nan]
542423661,231.15426,[nan]
542423663,494.882151,"[nan, nan]"
542423665,115.57713,[nan]
542423666,2309.134634,"[nan, nan, nan]"
542423689,96.314275,[nan]
542423690,105.070118,[nan]
542423699,524.706919,[nan]
542423701,714.660731,[nan]
542423702,125.570887,[nan]
542423704,919.376271,"[nan, nan]"
542423707,277.404965,[nan]
542423708,748.193199,"[nan, nan]"
542423710,1828.614542,[nan]
542423713,1064.074265,[nan]
542423740,476.122945,[nan]
542423756,82.555093,[nan]
542423757,1043.061512,"[nan, nan]"
542423758,1046.822692,"[nan, nan]"
542423761,82.555093,[nan]
542423762,187.625211,[nan]
542423766,272.070254,[nan]
542423767,6846.861306,[nan]
542423768,553.857303,[nan]
542423769,388.671792,[nan]
542423774,511.44294,"[nan, nan, nan]"
542423776,537.073748,[nan]
542423777,957.545959,[nan]
542423778,2779.412438,[nan]
542423779,4959.920079,[nan]
542423785,878.697223,"[nan, nan, nan, nan]"
542423786,3455.251457,[nan]
542423787,2196.219856,[nan]
542423791,346.218135,"[nan, nan, nan]"
542423792,775.4886730000001,"[nan, nan]"
542423793,88.905485,[nan]
542423799,2764.063455,[nan]
542423801,2524.482176,[nan]
542423802,4426.989826,[nan]
542423803,5298.303195,[nan]
542423804,2815.179684,[nan]
542423805,589.485551,[nan]
542423807,408.105381,[nan]
542423816,408.105381,[nan]
542423840,233.203075,[nan]
542423850,462.519432,[nan]
542423855,598.554559,[nan]
542423861,1185.448964,[nan]
542423863,1022.206812,[nan]
542423866,1527.480141,[nan]
542423867,507.864474,[nan]
542423868,643.899601,[nan]
542423898,5266.362347,[nan]
542423899,643.899601,[nan]
542423908,466.40615,"[nan, nan]"
542423914,736.223373,"[nan, nan, nan, nan]"
542423915,88.905485,[nan]
542423916,560.957687,"[nan, nan]"
542423920,336.224378,"[nan, nan]"
542423921,336.224378,"[nan, nan]"
542423923,233.489151,"[nan, nan]"
542423924,1070.183471,"[nan, nan, nan, nan]"
542423925,460.186912,[nan]
542423931,88.905485,[nan]
542423934,88.905485,[nan]
542423969,438.610228,[nan]
542423995,1340.818022,[nan]
542423997,559.68738,[nan]
542423999,562.278525,[nan]
542424002,369.238202,"[nan, nan]"
542424005,559.68738,[nan]
542424006,233.203075,[nan]
542424007,761.796712,[nan]
542424008,2133.808136,[nan]
542424009,342.031177,[nan]
542424012,630.844216,[nan]
542424013,1195.713886,[nan]
542424014,181.380169,[nan]
542424016,326.484305,[nan]
542424018,136.035127,[nan]
542424022,290.208271,[nan]
542424026,233.203075,[nan]
542424027,125.570887,[nan]
542424051,192.62855,"[nan, nan]"
542424065,233.203075,[nan]
542424074,105.070118,[nan]
542424093,692.451511,"[nan, nan]"
542424106,115.57713,[nan]
542424121,1244.698253,"[nan, nan, nan, nan]"
542424123,717.6581140000001,"[nan, nan, nan, nan]"
542424124,1358.268674,"[nan, nan, nan, nan, nan, nan, nan]"
542424130,593.496437,"[nan, nan, nan]"
542424131,244.716232,"[nan, nan]"
542424132,233.203075,[nan]
542424133,96.314275,[nan]
542424140,96.314275,[nan]
542424168,105.070118,[nan]
542424174,641.308456,[nan]
542424175,559.68738,[nan]
542424176,3382.09144,[nan]
542424182,96.024796,[nan]
542424185,326.484305,[nan]
542424186,260.048543,"[nan, nan]"
542424190,189.64748100000003,"[nan, nan]"
542424198,981.396274,[nan]
542424199,163.242152,[nan]
542424203,326.484305,[nan]
542424208,326.484305,[nan]
542424213,643.899601,[nan]
542424224,96.314275,[nan]
542424225,27.548637,[nan]
542424237,128.419033,[nan]
542424238,780.144538,[nan]
542424248,272.070254,[nan]
542424251,896.746075,[nan]
542424255,185.21976,"[nan, nan]"
542424259,185.21976,"[nan, nan]"
542424260,88.905485,[nan]
542424264,373.032596,"[nan, nan, nan]"
542424265,356.362818,"[nan, nan]"
542424269,96.314275,[nan]
542424270,436.624713,"[nan, nan]"
542424271,211.891405,"[nan, nan]"
542424272,128.419033,[nan]
542424275,233.203075,[nan]
542424284,45.176068,[nan]
542424291,233.203075,[nan]
542424292,233.203075,[nan]
542424294,272.070254,[nan]
542424296,1070.790786,[nan]
542424298,641.308456,[nan]
542424316,204.482615,"[nan, nan]"
542424317,518.480132,"[nan, nan, nan]"
542424320,105.070118,[nan]
542424329,678.30623,"[nan, nan]"
542424331,623.07078,[nan]
542424332,297.981707,[nan]
542424334,1638.419086,"[nan, nan, nan]"
542424337,136.035127,[nan]
542424343,1392.5887699999998,"[nan, nan, nan, nan]"
542424352,876.8588,"[nan, nan, nan, nan]"
542424354,731.000651,"[nan, nan, nan]"
542424355,1159.451234,"[nan, nan, nan, nan]"
542424356,1902.54842,[nan]
542424357,326.484305,[nan]
542424361,326.484305,[nan]
542424364,777.343583,[nan]
542424365,361.464766,"[nan, nan]"
542424366,361.464766,"[nan, nan]"
542424367,225.429639,[nan]
542424368,225.429639,[nan]
542424373,233.203075,[nan]
542424379,125.570887,[nan]
542424391,192.62855,[nan]
542424440,233.203075,[nan]
542424452,136.035127,[nan]
542424467,575.234252,[nan]
542424468,574.091099,"[nan, nan]"
542424469,438.055972,[nan]
542424470,233.203075,[nan]
542424471,437.255766,[nan]
542424475,296.803914,[nan]
542424485,326.484305,[nan]
542424523,425.806922,[nan]
542424531,290.208271,[nan]
542424532,610.862499,[nan]
542424545,649.540526,"[nan, nan]"
542424553,678.434808,"[nan, nan]"
542424565,1038.202151,[nan]
542424567,233.203075,[nan]
542424572,575.234252,[nan]
542424573,326.484305,[nan]
542424601,842.520587,"[nan, nan]"
542424608,718.507171,"[nan, nan]"
542424610,136.035127,[nan]
542424612,136.035127,[nan]
542424619,260.048543,[nan]
542424621,251.612257,"[nan, nan]"
542424624,136.035127,[nan]
542424628,357.920289,"[nan, nan]"
542424630,378.207551,[nan]
542424631,579.591944,"[nan, nan, nan]"
542424649,82.555093,[nan]
542424654,82.555093,[nan]
542424655,82.555093,[nan]
542424662,77.05142,[nan]
542424663,136.035127,[nan]
542424665,136.035127,[nan]
542424666,128.419033,[nan]
542424668,264.45416,[nan]
542424669,745.215385,"[nan, nan]"
542424670,835.289485,[nan]
542424690,115.57713,[nan]
542424692,115.57713,[nan]
542424711,2672.3402669999996,"[nan, nan, nan, nan, nan]"
542424717,1139.06905,"[nan, nan]"
542424718,232.349402,"[nan, nan]"
542424724,102.026345,[nan]
542424725,102.026345,[nan]
542424747,212.915812,"[nan, nan]"
542424748,148.401957,[nan]
542424759,283.939486,"[nan, nan, nan]"
542424762,296.957299,[nan]
542424766,181.380169,[nan]
542424806,181.380169,[nan]
542424823,181.380169,[nan]
542424826,181.380169,[nan]
542424827,181.380169,[nan]
542424865,181.380169,[nan]
542424877,260.048543,[nan]
542424890,77.05142,[nan]
542424898,1371.522397,"[nan, nan]"
542424935,144.471413,[nan]
542424947,260.048543,[nan]
542424948,115.57713,[nan]
542424967,296.803914,[nan]
542424985,1078.564222,[nan]
542424986,1311.767297,[nan]
542424987,874.511531,[nan]
542424993,115.57713,[nan]
542424996,105.070118,[nan]
542424997,144.471413,[nan]
542425021,681.880336,[nan]
542425022,414.583244,[nan]
542425023,2263.739376,"[nan, nan, nan]"
542425024,1760.683216,[nan]
542425092,225.429639,[nan]
542425093,351.000526,[nan]
542425094,351.000526,[nan]
542425095,272.070254,[nan]
542425122,102.026345,[nan]
542425125,1057.828983,"[nan, nan, nan]"
542425126,780.5459030000001,"[nan, nan]"
542425127,225.429639,[nan]
542425143,378.207551,"[nan, nan]"
542425149,144.471413,[nan]
542425181,607.299674,[nan]
542425182,1656.713512,[nan]
542425193,988.904706,[nan]
542425194,1010.546658,[nan]
542425204,272.070254,[nan]
542425236,601.5876039999999,"[nan, nan]"
542425243,102.026345,[nan]
542425261,85.916922,[nan]
542425267,149.701687,"[nan, nan]"
542425268,108.828102,[nan]
542425270,204.052691,[nan]
542425278,82.555093,[nan]
542425279,125.570887,[nan]
542425281,125.570887,[nan]
542425283,116.601537,[nan]
542425289,85.916922,[nan]
542425291,116.601537,[nan]
542425292,116.601537,[nan]
542425296,85.916922,[nan]
542425306,40.873585,[nan]
542425307,70.471699,[nan]
542425355,539.421575,"[nan, nan, nan]"
542425357,272.070254,[nan]
542425362,233.203075,[nan]
542425383,261.424461,[nan]
542425384,261.424461,[nan]
542425397,681.880336,[nan]
542425411,877.6798779999999,"[nan, nan, nan]"
542425412,476.12294499999996,"[nan, nan]"
542425413,476.12294499999996,"[nan, nan]"
542425414,476.12294499999996,"[nan, nan]"
542425427,272.890446,[nan]
542425428,173.245178,"[nan, nan]"
542425443,207.096463,"[nan, nan]"
542425444,102.026345,[nan]
542425453,184.581438,"[nan, nan]"
542425454,102.026345,[nan]
542425455,88.905485,[nan]
542425459,454.903338,"[nan, nan]"
542425536,27.548637,[nan]
542425627,603.312874,"[nan, nan]"
542425647,261.606014,[nan]
542425654,660.16507,[nan]
542425668,96.024796,[nan]
542425669,125.570887,[nan]
542425675,136.035127,[nan]
542425693,347.522936,[nan]
542425699,251.141773,[nan]
542425700,251.141773,[nan]
542425701,221.595682,[nan]
542425702,221.595682,[nan]
542425707,307.512604,[nan]
542425708,307.512604,[nan]
542425709,307.512604,[nan]
542425717,125.570887,[nan]
542425735,125.570887,[nan]
542425754,978.157342,[nan]
542425759,1182.210033,"[nan, nan]"
542425760,1491.3328410000001,"[nan, nan, nan]"
542425787,116.601537,[nan]
542425792,88.905485,[nan]
542425814,409.362869,"[nan, nan]"
542425815,272.070254,"[nan, nan]"
